File,Namespace,Has i18n,String,Line,Type,Suggested Key
components\chat\renderers\vegalite-block.tsx,common,Yes,"icon",362,PropString,common.icon
components\settings\mcp-settings.tsx,common,No,"MCP Servers",155,JSXText,common.mcp_servers
components\settings\mcp-settings.tsx,common,No,"Error",166,JSXText,common.error
components\settings\mcp-settings.tsx,common,No,"ghost",169,PropString,common.ghost
components\settings\mcp-settings.tsx,common,No,"sm",169,PropString,common.sm
components\settings\mcp-settings.tsx,common,No,"outline",179,PropString,common.outline
components\settings\mcp-settings.tsx,common,No,"outline",188,PropString,common.outline
components\settings\mcp-settings.tsx,common,No,"ghost",193,PropString,common.ghost
components\settings\mcp-settings.tsx,common,No,"icon",194,PropString,common.icon
components\settings\mcp-settings.tsx,common,No,"No MCP Servers",207,JSXText,common.no_mcp_servers
components\settings\mcp-settings.tsx,common,No,"outline",217,PropString,common.outline
components\settings\mcp-settings.tsx,common,No,"outline",234,PropString,common.outline
components\settings\mcp-settings.tsx,common,No,"outline",274,PropString,common.outline
components\settings\mcp-settings.tsx,common,No,"sm",275,PropString,common.sm
components\settings\mcp-settings.tsx,common,No,"outline",287,PropString,common.outline
components\settings\mcp-settings.tsx,common,No,"sm",288,PropString,common.sm
components\settings\mcp-settings.tsx,common,No,"ghost",302,PropString,common.ghost
components\settings\mcp-settings.tsx,common,No,"icon",303,PropString,common.icon
components\settings\mcp-settings.tsx,common,No,"ghost",309,PropString,common.ghost
components\settings\mcp-settings.tsx,common,No,"icon",310,PropString,common.icon
components\projects\knowledge-base.tsx,common,Yes,"file",251,PropString,common.file
components\projects\knowledge-base.tsx,common,Yes,"outline",258,PropString,common.outline
components\projects\knowledge-base.tsx,common,Yes,"sm",259,PropString,common.sm
components\projects\knowledge-base.tsx,common,Yes,"sm",270,PropString,common.sm
components\projects\knowledge-base.tsx,common,Yes,"secondary",319,PropString,common.secondary
components\projects\knowledge-base.tsx,common,Yes,"ghost",333,PropString,common.ghost
components\projects\knowledge-base.tsx,common,Yes,"icon",334,PropString,common.icon
components\projects\knowledge-base.tsx,common,Yes,"ghost",341,PropString,common.ghost
components\projects\knowledge-base.tsx,common,Yes,"icon",342,PropString,common.icon
components\projects\knowledge-base.tsx,common,Yes,"ghost",349,PropString,common.ghost
components\projects\knowledge-base.tsx,common,Yes,"icon",350,PropString,common.icon
components\projects\knowledge-base.tsx,common,Yes,"filename",384,PropString,common.filename
components\projects\knowledge-base.tsx,common,Yes,"filename",386,PropString,common.filename
components\projects\knowledge-base.tsx,common,Yes,"content",393,PropString,common.content
components\projects\knowledge-base.tsx,common,Yes,"content",395,PropString,common.content
components\projects\knowledge-base.tsx,common,Yes,"outline",404,PropString,common.outline
components\projects\knowledge-base.tsx,common,Yes,"secondary",425,PropString,common.secondary
components\projects\knowledge-base.tsx,common,Yes,"outline",437,PropString,common.outline
components\artifacts\artifact-renderers.tsx,common,Yes,"3 3",198,PropString,common.3_3
components\artifacts\artifact-renderers.tsx,common,Yes,"name",199,PropString,common.name
components\artifacts\artifact-renderers.tsx,common,Yes,"value",214,PropString,common.value
components\artifacts\artifact-renderers.tsx,common,Yes,"name",215,PropString,common.name
components\artifacts\artifact-renderers.tsx,common,Yes,"50%",216,PropString,common.50
components\artifacts\artifact-renderers.tsx,common,Yes,"50%",217,PropString,common.50
components\artifacts\artifact-renderers.tsx,common,Yes,"3 3",233,PropString,common.3_3
components\artifacts\artifact-renderers.tsx,common,Yes,"name",234,PropString,common.name
components\artifacts\artifact-renderers.tsx,common,Yes,"3 3",254,PropString,common.3_3
components\artifacts\artifact-renderers.tsx,common,Yes,"number",255,PropString,common.number
components\artifacts\artifact-renderers.tsx,common,Yes,"number",256,PropString,common.number
components\artifacts\artifact-renderers.tsx,common,Yes,"Data",259,PropString,common.data
components\artifacts\artifact-renderers.tsx,common,Yes,"50%",265,PropString,common.50
components\artifacts\artifact-renderers.tsx,common,Yes,"80%",265,PropString,common.80
components\artifacts\artifact-renderers.tsx,common,Yes,"name",267,PropString,common.name
components\artifacts\artifact-renderers.tsx,common,Yes,"3 3",288,PropString,common.3_3
components\artifacts\artifact-renderers.tsx,common,Yes,"name",289,PropString,common.name
components\chat\chat-container.tsx,common,No,"assistant",1077,PropString,common.assistant
components\chat\chat-container.tsx,common,No,"Thinking...",1081,JSXText,common.thinking
components\chat\chat-container.tsx,common,No,"shadow-lg",1240,PropString,common.shadowlg
components\chat\chat-container.tsx,common,No,"Open Learning Panel",1259,PropString,common.open_learning_panel
components\chat\chat-container.tsx,common,No,"20",1261,PropString,common.20
components\chat\chat-container.tsx,common,No,"0 0 24 24",1261,PropString,common.0_0_24_24
components\chat\chat-container.tsx,common,No,"none",1261,PropString,common.none
components\chat\chat-container.tsx,common,No,"currentColor",1261,PropString,common.currentcolor
components\chat\chat-container.tsx,common,No,"round",1261,PropString,common.round
components\chat\chat-container.tsx,common,No,"M22 10v6M2 10l10-5 10 5-10 5z",1262,PropString,common.m22_10v6m2_10l105_10_510_5z
components\chat\chat-container.tsx,common,No,"M6 12v5c3 3 9 3 12 0v-5",1263,PropString,common.m6_12v5c3_3_9_3_12_0v5
components\chat\chat-container.tsx,common,No," Promise",1342,JSXText,common._promise
components\chat\chat-container.tsx,common,No,"Edit message",1515,PropString,common.edit_message
components\chat\chat-container.tsx,common,No,"Retry",1524,PropString,common.retry
components\chat\chat-container.tsx,common,No,"Share",1548,PropString,common.share
components\chat\chat-container.tsx,common,No,"Translate",1554,PropString,common.translate
components\settings\memory-settings.tsx,common,Yes,"memory-enabled",130,PropString,common.memoryenabled
components\settings\memory-settings.tsx,common,Yes,"memory-enabled",136,PropString,common.memoryenabled
components\settings\memory-settings.tsx,common,Yes,"auto-infer",144,PropString,common.autoinfer
components\settings\memory-settings.tsx,common,Yes,"auto-infer",150,PropString,common.autoinfer
components\settings\memory-settings.tsx,common,Yes,"inject-prompt",159,PropString,common.injectprompt
components\settings\memory-settings.tsx,common,Yes,"inject-prompt",165,PropString,common.injectprompt
components\settings\memory-settings.tsx,common,Yes,"outline",245,PropString,common.outline
components\settings\memory-settings.tsx,common,Yes,"destructive",258,PropString,common.destructive
components\settings\memory-settings.tsx,common,Yes,"ghost",377,PropString,common.ghost
components\settings\memory-settings.tsx,common,Yes,"secondary",398,PropString,common.secondary
components\settings\memory-settings.tsx,common,Yes,"outline",404,PropString,common.outline
components\settings\memory-settings.tsx,common,Yes,"text-xs",404,PropString,common.textxs
components\settings\memory-settings.tsx,common,Yes,"icon",424,PropString,common.icon
components\settings\memory-settings.tsx,common,Yes,"ghost",424,PropString,common.ghost
components\settings\memory-settings.tsx,common,Yes,"icon",428,PropString,common.icon
components\settings\memory-settings.tsx,common,Yes,"ghost",429,PropString,common.ghost
components\chat\chat-designer-panel.tsx,common,No,"secondary",108,PropString,common.secondary
components\chat\chat-designer-panel.tsx,common,No,"icon",119,PropString,common.icon
components\chat\chat-designer-panel.tsx,common,No,"AI Edit",126,JSXText,common.ai_edit
components\chat\chat-designer-panel.tsx,common,No,"ghost",132,PropString,common.ghost
components\chat\chat-designer-panel.tsx,common,No,"icon",133,PropString,common.icon
components\chat\chat-designer-panel.tsx,common,No,"Edit in Canvas",140,JSXText,common.edit_in_canvas
components\chat\chat-designer-panel.tsx,common,No,"ghost",145,PropString,common.ghost
components\chat\chat-designer-panel.tsx,common,No,"icon",146,PropString,common.icon
components\chat\chat-designer-panel.tsx,common,No,"Open Full Designer",153,JSXText,common.open_full_designer
components\chat\chat-designer-panel.tsx,common,No,"ghost",158,PropString,common.ghost
components\chat\chat-designer-panel.tsx,common,No,"icon",159,PropString,common.icon
components\chat\chat-designer-panel.tsx,common,No,"ghost",176,PropString,common.ghost
components\chat\chat-designer-panel.tsx,common,No,"icon",177,PropString,common.icon
components\chat\chat-designer-panel.tsx,common,No,"Close",184,JSXText,common.close
components\chat\chat-designer-panel.tsx,common,No,"ghost",234,PropString,common.ghost
components\settings\data-settings.tsx,common,No,"Sessions",209,JSXText,common.sessions
components\settings\data-settings.tsx,common,No,"Artifacts",216,JSXText,common.artifacts
components\settings\data-settings.tsx,common,No,"LocalStorage",221,JSXText,common.localstorage
components\settings\data-settings.tsx,common,No,"IndexedDB",228,JSXText,common.indexeddb
components\settings\data-settings.tsx,common,No,"Usage",234,JSXText,common.usage
components\settings\data-settings.tsx,common,No,"sm",261,PropString,common.sm
components\settings\data-settings.tsx,common,No,"sm",266,PropString,common.sm
components\settings\data-settings.tsx,common,No,"outline",266,PropString,common.outline
components\settings\data-settings.tsx,common,No,"file",271,PropString,common.file
components\settings\data-settings.tsx,common,No,"sm",281,PropString,common.sm
components\settings\data-settings.tsx,common,No,"outline",281,PropString,common.outline
components\settings\data-settings.tsx,common,No,"Data Privacy",291,JSXText,common.data_privacy
components\settings\data-settings.tsx,common,No,"sm",313,PropString,common.sm
components\settings\data-settings.tsx,common,No,"Are you absolutely sure?",320,JSXText,common.are_you_absolutely_sure
components\settings\data-settings.tsx,common,No,"outline",328,PropString,common.outline
components\settings\setup-wizard.tsx,common,Yes,"ollama-url",455,PropString,common.ollamaurl
components\settings\setup-wizard.tsx,common,Yes,"ollama-url",457,PropString,common.ollamaurl
components\settings\setup-wizard.tsx,common,Yes,"_blank",466,PropString,common.blank
components\settings\setup-wizard.tsx,common,Yes,"api-key",477,PropString,common.apikey
components\settings\setup-wizard.tsx,common,Yes,"api-key",480,PropString,common.apikey
components\settings\setup-wizard.tsx,common,Yes,"button",488,PropString,common.button
components\settings\setup-wizard.tsx,common,Yes,"icon",490,PropString,common.icon
components\settings\setup-wizard.tsx,common,Yes,"_blank",505,PropString,common.blank
components\settings\setup-wizard.tsx,common,Yes,"outline",517,PropString,common.outline
components\settings\setup-wizard.tsx,common,Yes,"tavily-key",576,PropString,common.tavilykey
components\settings\setup-wizard.tsx,common,Yes,"tavily-key",579,PropString,common.tavilykey
components\settings\setup-wizard.tsx,common,Yes,"button",587,PropString,common.button
components\settings\setup-wizard.tsx,common,Yes,"icon",589,PropString,common.icon
components\settings\setup-wizard.tsx,common,Yes,"_blank",604,PropString,common.blank
components\settings\setup-wizard.tsx,common,Yes,"destructive",637,PropString,common.destructive
components\export\document-export-dialog.tsx,common,Yes,"outline",214,PropString,common.outline
components\export\document-export-dialog.tsx,common,Yes,"sm",214,PropString,common.sm
components\export\document-export-dialog.tsx,common,Yes,"format",233,PropString,common.format
components\export\document-export-dialog.tsx,common,Yes,"format",235,PropString,common.format
components\export\document-export-dialog.tsx,common,Yes,"options",236,PropString,common.options
components\export\document-export-dialog.tsx,common,Yes,"format",242,PropString,common.format
components\export\document-export-dialog.tsx,common,Yes,"outline",285,PropString,common.outline
components\export\document-export-dialog.tsx,common,Yes,"options",298,PropString,common.options
components\export\document-export-dialog.tsx,common,Yes,"include-metadata",302,PropString,common.includemetadata
components\export\document-export-dialog.tsx,common,Yes,"include-metadata",308,PropString,common.includemetadata
components\export\document-export-dialog.tsx,common,Yes,"include-timestamps",318,PropString,common.includetimestamps
components\export\document-export-dialog.tsx,common,Yes,"include-timestamps",324,PropString,common.includetimestamps
components\export\document-export-dialog.tsx,common,Yes,"include-tokens",334,PropString,common.includetokens
components\export\document-export-dialog.tsx,common,Yes,"include-tokens",340,PropString,common.includetokens
components\export\document-export-dialog.tsx,common,Yes,"outline",379,PropString,common.outline
components\settings\appearance-settings.tsx,common,Yes,"outline",238,PropString,common.outline
components\settings\appearance-settings.tsx,common,Yes,"UI Font Size",256,JSXText,common.ui_font_size
components\settings\appearance-settings.tsx,common,Yes,"12px",278,JSXText,common.12px
components\settings\appearance-settings.tsx,common,Yes,"16px",279,JSXText,common.16px
components\settings\appearance-settings.tsx,common,Yes,"20px",280,JSXText,common.20px
components\settings\appearance-settings.tsx,common,Yes,"Preview Text",287,JSXText,common.preview_text
components\settings\appearance-settings.tsx,common,Yes,"This is how text will appear in the interface.",288,JSXText,common.this_is_how_text_will_appear_in_the_interface
components\settings\appearance-settings.tsx,common,Yes,"Message Style",298,JSXText,common.message_style
components\settings\appearance-settings.tsx,common,Yes,"sidebar-collapsed",341,PropString,common.sidebarcollapsed
components\settings\appearance-settings.tsx,common,Yes,"sidebar-collapsed",347,PropString,common.sidebarcollapsed
components\settings\appearance-settings.tsx,common,Yes,"send-on-enter",355,PropString,common.sendonenter
components\settings\appearance-settings.tsx,common,Yes,"send-on-enter",361,PropString,common.sendonenter
components\settings\appearance-settings.tsx,common,Yes,"stream-responses",369,PropString,common.streamresponses
components\settings\appearance-settings.tsx,common,Yes,"stream-responses",375,PropString,common.streamresponses
components\settings\ollama-model-manager.tsx,common,Yes,"secondary",153,PropString,common.secondary
components\settings\ollama-model-manager.tsx,common,Yes,"ghost",213,PropString,common.ghost
components\settings\ollama-model-manager.tsx,common,Yes,"icon",214,PropString,common.icon
components\settings\ollama-model-manager.tsx,common,Yes,"ghost",272,PropString,common.ghost
components\settings\ollama-model-manager.tsx,common,Yes,"font-medium",304,PropString,common.fontmedium
components\settings\ollama-model-manager.tsx,common,Yes,"ghost",342,PropString,common.ghost
components\settings\ollama-model-manager.tsx,common,Yes,"icon",343,PropString,common.icon
components\settings\ollama-model-manager.tsx,common,Yes,"outline",395,PropString,common.outline
components\settings\ollama-model-manager.tsx,common,Yes,"default",400,PropString,common.default
components\settings\ollama-model-manager.tsx,common,Yes,"ghost",424,PropString,common.ghost
components\settings\ollama-model-manager.tsx,common,Yes,"icon",425,PropString,common.icon
components\settings\ollama-model-manager.tsx,common,Yes,"Stop model",432,JSXText,common.stop_model
components\settings\ollama-model-manager.tsx,common,Yes,"ghost",439,PropString,common.ghost
components\settings\ollama-model-manager.tsx,common,Yes,"icon",440,PropString,common.icon
app\workflows\page.tsx,common,Yes,"ghost",221,PropString,common.ghost
app\workflows\page.tsx,common,Yes,"sm",221,PropString,common.sm
app\workflows\page.tsx,common,Yes,"sm",226,PropString,common.sm
app\workflows\page.tsx,common,Yes,"outline",246,PropString,common.outline
app\workflows\page.tsx,common,Yes,"sm",246,PropString,common.sm
app\workflows\page.tsx,common,Yes,"sm",252,PropString,common.sm
app\workflows\page.tsx,common,Yes,"end",257,PropString,common.end
app\workflows\page.tsx,common,Yes,"No workflows yet",303,JSXText,common.no_workflows_yet
app\workflows\page.tsx,common,Yes,"Create your first workflow to get started",304,JSXText,common.create_your_first_workflow_to_get_started
app\workflows\page.tsx,common,Yes,"ghost",326,PropString,common.ghost
app\workflows\page.tsx,common,Yes,"end",330,PropString,common.end
app\workflows\page.tsx,common,Yes,"secondary",365,PropString,common.secondary
app\workflows\page.tsx,common,Yes,"outline",369,PropString,common.outline
app\workflows\page.tsx,common,Yes,"Delete Workflow?",391,JSXText,common.delete_workflow
components\settings\custom-provider-dialog.tsx,common,Yes,"provider-name",172,PropString,common.providername
components\settings\custom-provider-dialog.tsx,common,Yes,"provider-name",174,PropString,common.providername
components\settings\custom-provider-dialog.tsx,common,Yes,"base-url",183,PropString,common.baseurl
components\settings\custom-provider-dialog.tsx,common,Yes,"base-url",185,PropString,common.baseurl
components\settings\custom-provider-dialog.tsx,common,Yes,"api-key",197,PropString,common.apikey
components\settings\custom-provider-dialog.tsx,common,Yes,"api-key",201,PropString,common.apikey
components\settings\custom-provider-dialog.tsx,common,Yes,"button",209,PropString,common.button
components\settings\custom-provider-dialog.tsx,common,Yes,"icon",211,PropString,common.icon
components\settings\custom-provider-dialog.tsx,common,Yes,"outline",223,PropString,common.outline
components\settings\custom-provider-dialog.tsx,common,Yes,"outline",257,PropString,common.outline
components\settings\custom-provider-dialog.tsx,common,Yes,"icon",257,PropString,common.icon
components\settings\custom-provider-dialog.tsx,common,Yes,"outline",310,PropString,common.outline
components\settings\custom-provider-dialog.tsx,common,Yes,"outline",328,PropString,common.outline
components\settings\vector-settings.tsx,common,No,"Vector Database",56,JSXText,common.vector_database
components\settings\vector-settings.tsx,common,No,"Configure provider, mode, and embedding defaults.",57,JSXText,common.configure_provider_mode_and_embedding_defaults
components\settings\vector-settings.tsx,common,No,"Provider",62,JSXText,common.provider
components\settings\vector-settings.tsx,common,No,"Mode",81,JSXText,common.mode
components\settings\vector-settings.tsx,common,No,"Embedded",91,JSXText,common.embedded
components\settings\vector-settings.tsx,common,No,"embedded",91,PropString,common.embedded
components\settings\vector-settings.tsx,common,No,"Server",92,JSXText,common.server
components\settings\vector-settings.tsx,common,No,"server",92,PropString,common.server
components\settings\vector-settings.tsx,common,No,"Chroma Server URL",103,JSXText,common.chroma_server_url
components\settings\vector-settings.tsx,common,No,"Chunk size",118,JSXText,common.chunk_size
components\settings\vector-settings.tsx,common,No,"Chunk overlap",130,JSXText,common.chunk_overlap
components\settings\vector-settings.tsx,common,No,"Auto embed on import",145,JSXText,common.auto_embed_on_import
components\settings\vector-settings.tsx,common,No,"Automatically generate embeddings when adding documents.",146,JSXText,common.automatically_generate_embeddings_when_adding_docu
components\agent\background-agent-indicator.tsx,common,No,"ghost",59,PropString,common.ghost
components\agent\background-agent-indicator.tsx,common,No,"sm",60,PropString,common.sm
components\agent\background-agent-indicator.tsx,common,No,"end",91,PropString,common.end
components\agent\background-agent-indicator.tsx,common,No,"Background Agents",94,JSXText,common.background_agents
components\agent\background-agent-indicator.tsx,common,No,"ghost",95,PropString,common.ghost
components\agent\background-agent-indicator.tsx,common,No,"sm",95,PropString,common.sm
components\agent\background-agent-indicator.tsx,common,No,"Overall Progress",103,JSXText,common.overall_progress
components\agent\background-agent-indicator.tsx,common,No,"Running",115,JSXText,common.running
components\agent\background-agent-indicator.tsx,common,No,"Recently Completed",146,JSXText,common.recently_completed
components\agent\background-agent-indicator.tsx,common,No,"text-[10px]",170,PropString,common.text10px
components\agent\background-agent-indicator.tsx,common,No,"outline",189,PropString,common.outline
components\agent\background-agent-indicator.tsx,common,No,"sm",190,PropString,common.sm
components\settings\speech-settings.tsx,common,Yes,"destructive",128,PropString,common.destructive
components\settings\speech-settings.tsx,common,Yes,"system",202,PropString,common.system
components\settings\speech-settings.tsx,common,Yes,"🌐",204,JSXText,common.
components\settings\speech-settings.tsx,common,Yes,"openai",208,PropString,common.openai
components\settings\speech-settings.tsx,common,Yes,"🤖",210,JSXText,common.
components\settings\speech-settings.tsx,common,Yes,"OpenAI Whisper",211,JSXText,common.openai_whisper
components\settings\speech-settings.tsx,common,Yes,"outline",213,PropString,common.outline
components\settings\speech-settings.tsx,common,Yes,"destructive",287,PropString,common.destructive
components\settings\speech-settings.tsx,common,Yes,"secondary",330,PropString,common.secondary
components\settings\speech-settings.tsx,common,Yes,"outline",421,PropString,common.outline
components\settings\speech-settings.tsx,common,Yes,"secondary",467,PropString,common.secondary
components\settings\usage-settings.tsx,common,No,"Tokens",84,JSXText,common.tokens
components\settings\usage-settings.tsx,common,No,"Cost",92,JSXText,common.cost
components\settings\usage-settings.tsx,common,No,"Since",100,JSXText,common.since
components\settings\usage-settings.tsx,common,No,"By Provider",117,JSXText,common.by_provider
components\settings\usage-settings.tsx,common,No,"secondary",125,PropString,common.secondary
components\settings\usage-settings.tsx,common,No,"Last 7 Days",143,JSXText,common.last_7_days
components\settings\usage-settings.tsx,common,No,"Recent Activity",182,JSXText,common.recent_activity
components\settings\usage-settings.tsx,common,No,"outline",226,PropString,common.outline
components\settings\usage-settings.tsx,common,No,"destructive",232,PropString,common.destructive
components\settings\usage-settings.tsx,common,No,"Clear Usage Records",245,JSXText,common.clear_usage_records
components\settings\usage-settings.tsx,common,No,"Cancel",252,JSXText,common.cancel
components\projects\project-list.tsx,common,Yes,"Projects",116,JSXText,common.projects
components\projects\project-list.tsx,common,Yes,"Archived",118,JSXText,common.archived
components\projects\project-list.tsx,common,Yes,"secondary",118,PropString,common.secondary
components\projects\project-list.tsx,common,Yes,"outline",123,PropString,common.outline
components\projects\project-list.tsx,common,Yes,"sm",124,PropString,common.sm
components\projects\project-list.tsx,common,Yes,"outline",131,PropString,common.outline
components\projects\project-list.tsx,common,Yes,"sm",132,PropString,common.sm
components\projects\project-list.tsx,common,Yes,"end",145,PropString,common.end
components\projects\project-list.tsx,common,Yes,"Total Projects",169,JSXText,common.total_projects
components\projects\project-list.tsx,common,Yes,"Conversations",180,JSXText,common.conversations
components\projects\project-list.tsx,common,Yes,"Active Today",191,JSXText,common.active_today
components\agent\agent-mode-selector.tsx,common,Yes,"outline",112,PropString,common.outline
components\agent\agent-mode-selector.tsx,common,Yes,"sm",113,PropString,common.sm
components\agent\agent-mode-selector.tsx,common,Yes,"start",122,PropString,common.start
components\agent\agent-mode-selector.tsx,common,Yes,"secondary",150,PropString,common.secondary
components\agent\agent-mode-selector.tsx,common,Yes,"name",185,PropString,common.name
components\agent\agent-mode-selector.tsx,common,Yes,"name",187,PropString,common.name
components\agent\agent-mode-selector.tsx,common,Yes,"description",194,PropString,common.description
components\agent\agent-mode-selector.tsx,common,Yes,"description",196,PropString,common.description
components\agent\agent-mode-selector.tsx,common,Yes,"prompt",203,PropString,common.prompt
components\agent\agent-mode-selector.tsx,common,Yes,"prompt",205,PropString,common.prompt
components\agent\agent-mode-selector.tsx,common,Yes,"outline",214,PropString,common.outline
components\canvas\version-history-panel.tsx,common,Yes,"ghost",139,PropString,common.ghost
components\canvas\version-history-panel.tsx,common,Yes,"sm",139,PropString,common.sm
components\canvas\version-history-panel.tsx,common,Yes,"right",145,PropString,common.right
components\canvas\version-history-panel.tsx,common,Yes,"secondary",243,PropString,common.secondary
components\canvas\version-history-panel.tsx,common,Yes,"secondary",334,PropString,common.secondary
components\canvas\version-history-panel.tsx,common,Yes,"ghost",350,PropString,common.ghost
components\canvas\version-history-panel.tsx,common,Yes,"sm",350,PropString,common.sm
components\canvas\version-history-panel.tsx,common,Yes,"ghost",355,PropString,common.ghost
components\canvas\version-history-panel.tsx,common,Yes,"sm",355,PropString,common.sm
components\canvas\version-history-panel.tsx,common,Yes,"ghost",361,PropString,common.ghost
components\canvas\version-history-panel.tsx,common,Yes,"sm",362,PropString,common.sm
components\designer\designer-panel.tsx,common,No," Promise",42,JSXText,common._promise
components\designer\designer-panel.tsx,common,No,"right",158,PropString,common.right
components\designer\designer-panel.tsx,common,No,"ghost",197,PropString,common.ghost
components\designer\designer-panel.tsx,common,No,"100%",211,PropString,common.100
components\designer\designer-panel.tsx,common,No,"typescript",212,PropString,common.typescript
components\designer\designer-panel.tsx,common,No,"vs-dark",213,PropString,common.vsdark
components\designer\designer-panel.tsx,common,No,"horizontal",229,PropString,common.horizontal
components\designer\designer-panel.tsx,common,No,"Elements",236,JSXText,common.elements
components\designer\designer-panel.tsx,common,No,"Styles",257,JSXText,common.styles
components\designer\designer-panel.tsx,common,No,"ghost",270,PropString,common.ghost
components\designer\designer-panel.tsx,common,No,"icon",271,PropString,common.icon
components\chat\template-selector.tsx,common,Yes,"outline",70,PropString,common.outline
components\chat\template-selector.tsx,common,Yes,"sm",70,PropString,common.sm
components\chat\template-selector.tsx,common,Yes,"all",108,PropString,common.all
components\chat\template-selector.tsx,common,Yes,"secondary",179,PropString,common.secondary
components\chat\template-selector.tsx,common,Yes,"outline",184,PropString,common.outline
components\chat\template-selector.tsx,common,Yes,"sm",206,PropString,common.sm
components\chat\template-selector.tsx,common,Yes,"secondary",253,PropString,common.secondary
components\chat\template-selector.tsx,common,Yes,"text-muted-foreground",257,PropString,common.textmutedforeground
components\chat\template-selector.tsx,common,Yes,"outline",293,PropString,common.outline
components\chat\template-selector.tsx,common,Yes,"outline",296,PropString,common.outline
components\chat\text-selection-popover.tsx,common,Yes,"ghost",159,PropString,common.ghost
components\chat\text-selection-popover.tsx,common,Yes,"icon",160,PropString,common.icon
components\chat\text-selection-popover.tsx,common,Yes,"top",171,PropString,common.top
components\chat\text-selection-popover.tsx,common,Yes,"ghost",179,PropString,common.ghost
components\chat\text-selection-popover.tsx,common,Yes,"icon",180,PropString,common.icon
components\chat\text-selection-popover.tsx,common,Yes,"top",191,PropString,common.top
components\chat\text-selection-popover.tsx,common,Yes,"ghost",200,PropString,common.ghost
components\chat\text-selection-popover.tsx,common,Yes,"icon",201,PropString,common.icon
components\chat\text-selection-popover.tsx,common,Yes,"top",208,PropString,common.top
components\chat\text-selection-popover.tsx,common,Yes,"Search",209,JSXText,common.search
components\sidebar\app-sidebar.tsx,common,Yes,"icon",214,PropString,common.icon
components\sidebar\app-sidebar.tsx,common,Yes,"lg",219,PropString,common.lg
components\sidebar\app-sidebar.tsx,common,Yes,"text",240,PropString,common.text
components\sidebar\app-sidebar.tsx,common,Yes,"end",280,PropString,common.end
components\sidebar\app-sidebar.tsx,common,Yes,"Projects",402,JSXText,common.projects
components\sidebar\app-sidebar.tsx,common,Yes,"Designer",410,JSXText,common.designer
components\sidebar\app-sidebar.tsx,common,Yes,"Skills",418,JSXText,common.skills
components\sidebar\app-sidebar.tsx,common,Yes,"Workflows",426,JSXText,common.workflows
components\sidebar\app-sidebar.tsx,common,Yes,"More",578,JSXText,common.more
components\sidebar\app-sidebar.tsx,common,Yes,"start",581,PropString,common.start
components\agent\agent-flow-visualizer.tsx,common,No,"outline",112,PropString,common.outline
components\agent\agent-flow-visualizer.tsx,common,No,"ghost",117,PropString,common.ghost
components\agent\agent-flow-visualizer.tsx,common,No,"sm",117,PropString,common.sm
components\agent\agent-flow-visualizer.tsx,common,No,"Task:",149,JSXText,common.task
components\agent\agent-flow-visualizer.tsx,common,No,"Result:",155,JSXText,common.result
components\agent\agent-flow-visualizer.tsx,common,No,"Error:",165,JSXText,common.error
components\agent\agent-flow-visualizer.tsx,common,No,"Recent Logs:",172,JSXText,common.recent_logs
components\agent\agent-flow-visualizer.tsx,common,No,"Progress",249,JSXText,common.progress
components\agent\agent-flow-visualizer.tsx,common,No,"ghost",284,PropString,common.ghost
components\agent\agent-flow-visualizer.tsx,common,No,"ghost",336,PropString,common.ghost
app\splashscreen\page.tsx,common,No,"48",17,PropString,common.48
app\splashscreen\page.tsx,common,No,"48",18,PropString,common.48
app\splashscreen\page.tsx,common,No,"0 0 24 24",19,PropString,common.0_0_24_24
app\splashscreen\page.tsx,common,No,"none",20,PropString,common.none
app\splashscreen\page.tsx,common,No,"currentColor",21,PropString,common.currentcolor
app\splashscreen\page.tsx,common,No,"round",23,PropString,common.round
app\splashscreen\page.tsx,common,No,"round",24,PropString,common.round
app\splashscreen\page.tsx,common,No,"M12 2L2 7l10 5 10-5-10-5z",27,PropString,common.m12_2l2_7l10_5_105105z
app\splashscreen\page.tsx,common,No,"M2 17l10 5 10-5",28,PropString,common.m2_17l10_5_105
app\splashscreen\page.tsx,common,No,"M2 12l10 5 10-5",29,PropString,common.m2_12l10_5_105
components\chat\conversation-search.tsx,common,Yes," 0 ? '...' : '') + context + (end ",77,JSXText,common._0_context_end_
components\chat\conversation-search.tsx,common,Yes,"icon",127,PropString,common.icon
components\chat\conversation-search.tsx,common,Yes,"ghost",136,PropString,common.ghost
components\chat\conversation-search.tsx,common,Yes,"icon",137,PropString,common.icon
components\chat\conversation-search.tsx,common,Yes,"ghost",154,PropString,common.ghost
components\chat\conversation-search.tsx,common,Yes,"icon",155,PropString,common.icon
components\chat\conversation-search.tsx,common,Yes,"ghost",163,PropString,common.ghost
components\chat\conversation-search.tsx,common,Yes,"icon",164,PropString,common.icon
components\chat\conversation-search.tsx,common,Yes,"outline",191,PropString,common.outline
components\sidebar\sidebar-container.tsx,common,No,"Cognia",46,JSXText,common.cognia
components\sidebar\sidebar-container.tsx,common,No,"ghost",51,PropString,common.ghost
components\sidebar\sidebar-container.tsx,common,No,"New Chat",57,JSXText,common.new_chat
components\sidebar\sidebar-container.tsx,common,No,"New Chat",60,JSXText,common.new_chat
components\sidebar\sidebar-container.tsx,common,No,"right",60,PropString,common.right
components\sidebar\sidebar-container.tsx,common,No,"ghost",78,PropString,common.ghost
